106.53694745	29.86489919	5.734
106.53695781	29.86489919	5.713
106.53696817	29.86489919	5.772
106.53697853	29.86489919	5.859
106.53698889	29.86489919	5.900
106.53699924	29.86489919	5.973
106.53700960	29.86489919	6.025
106.53701996	29.86489919	6.068
106.53703032	29.86489919	6.111
106.53704068	29.86489919	6.157
106.53691637	29.86490817	5.500
106.53692673	29.86490817	5.562
106.53693709	29.86490817	5.602
106.53694745	29.86490817	5.664
106.53695781	29.86490817	5.732
106.53696817	29.86490817	5.775
106.53697853	29.86490817	5.868
106.53698889	29.86490817	5.926
106.53699924	29.86490817	5.977
106.53700960	29.86490817	6.031
106.53701996	29.86490817	6.065
106.53703032	29.86490817	6.135
106.53704068	29.86490817	6.152
106.53705104	29.86490817	6.168
106.53706140	29.86490817	6.136
106.53689566	29.86491716	5.473
106.53690601	29.86491716	5.474
106.53691637	29.86491716	5.509
106.53692673	29.86491716	5.568
106.53693709	29.86491716	5.601
106.53694745	29.86491716	5.644
106.53695781	29.86491716	5.726
106.53696817	29.86491716	5.769
106.53697853	29.86491716	5.839
106.53698889	29.86491716	5.920
106.53699924	29.86491716	5.957
106.53700960	29.86491716	6.029
106.53701996	29.86491716	6.053
106.53703032	29.86491716	6.104
106.53704068	29.86491716	6.155
106.53705104	29.86491716	6.185
106.53706140	29.86491716	6.154
106.53707176	29.86491716	6.068
106.53708212	29.86491716	6.045
106.53709248	29.86491716	5.986
106.53688530	29.86492614	5.464
106.53689566	29.86492614	5.468
106.53690601	29.86492614	5.515
106.53691637	29.86492614	5.529
106.53692673	29.86492614	5.559
106.53693709	29.86492614	5.616
106.53694745	29.86492614	5.658
106.53695781	29.86492614	5.706
106.53696817	29.86492614	5.756
106.53697853	29.86492614	5.801
106.53698889	29.86492614	5.855
106.53699924	29.86492614	5.897
106.53700960	29.86492614	5.964
106.53701996	29.86492614	6.012
106.53703032	29.86492614	6.048
106.53704068	29.86492614	6.102
106.53705104	29.86492614	6.159
106.53706140	29.86492614	6.140
106.53707176	29.86492614	6.090
106.53708212	29.86492614	6.055
106.53709248	29.86492614	5.997
106.53710283	29.86492614	5.949
106.53711319	29.86492614	5.934
106.53712355	29.86492614	5.935
106.53713391	29.86492614	5.941
106.53675063	29.86493512	7.205
106.53676099	29.86493512	7.269
106.53677135	29.86493512	7.389
106.53678171	29.86493512	7.466
106.53679207	29.86493512	7.478
106.53680242	29.86493512	7.376
106.53681278	29.86493512	7.252
106.53682314	29.86493512	7.031
106.53683350	29.86493512	6.906
106.53684386	29.86493512	6.587
106.53685422	29.86493512	6.489
106.53686458	29.86493512	6.348
106.53687494	29.86493512	5.992
106.53688530	29.86493512	5.653
106.53689566	29.86493512	5.539
106.53690601	29.86493512	5.534
106.53691637	29.86493512	5.578
106.53692673	29.86493512	5.581
106.53693709	29.86493512	5.611
106.53694745	29.86493512	5.634
106.53695781	29.86493512	5.660
106.53696817	29.86493512	5.665
106.53697853	29.86493512	5.677
106.53698889	29.86493512	5.701
106.53699924	29.86493512	5.730
106.53700960	29.86493512	5.788
106.53701996	29.86493512	5.863
106.53703032	29.86493512	5.933
106.53704068	29.86493512	5.993
106.53705104	29.86493512	6.060
106.53706140	29.86493512	6.077
106.53707176	29.86493512	6.044
106.53708212	29.86493512	6.033
106.53709248	29.86493512	5.989
106.53710283	29.86493512	5.985
106.53711319	29.86493512	5.973
106.53712355	29.86493512	5.971
106.53713391	29.86493512	5.979
106.53714427	29.86493512	6.030
106.53715463	29.86493512	6.102
106.53716499	29.86493512	6.186
106.53717535	29.86493512	6.317
106.53674027	29.86494411	7.044
106.53675063	29.86494411	7.119
106.53676099	29.86494411	7.145
106.53677135	29.86494411	7.247
106.53678171	29.86494411	7.343
106.53679207	29.86494411	7.386
106.53680242	29.86494411	7.392
106.53681278	29.86494411	7.303
106.53682314	29.86494411	7.121
106.53683350	29.86494411	6.945
106.53684386	29.86494411	6.704
106.53685422	29.86494411	6.601
106.53686458	29.86494411	6.517
106.53687494	29.86494411	6.322
106.53688530	29.86494411	5.916
106.53689566	29.86494411	5.679
106.53690601	29.86494411	5.603
106.53691637	29.86494411	5.607
106.53692673	29.86494411	5.597
106.53693709	29.86494411	5.544
106.53694745	29.86494411	5.494
106.53695781	29.86494411	5.445
106.53696817	29.86494411	5.380
106.53697853	29.86494411	5.372
106.53698889	29.86494411	5.336
106.53699924	29.86494411	5.402
106.53700960	29.86494411	5.433
106.53701996	29.86494411	5.530
106.53703032	29.86494411	5.666
106.53704068	29.86494411	5.796
106.53705104	29.86494411	5.922
106.53706140	29.86494411	5.987
106.53707176	29.86494411	5.977
106.53708212	29.86494411	5.987
106.53709248	29.86494411	5.973
106.53710283	29.86494411	5.983
106.53711319	29.86494411	6.003
106.53712355	29.86494411	6.021
106.53713391	29.86494411	6.024
106.53714427	29.86494411	6.101
106.53715463	29.86494411	6.154
106.53716499	29.86494411	6.249
106.53717535	29.86494411	6.350
106.53718571	29.86494411	6.465
106.53719607	29.86494411	6.630
106.53672991	29.86495309	6.920
106.53674027	29.86495309	6.991
106.53675063	29.86495309	6.927
106.53676099	29.86495309	6.879
106.53677135	29.86495309	6.853
106.53678171	29.86495309	7.026
106.53679207	29.86495309	7.187
