106.5609482	29.91839819	6.29
106.56192242	29.91745496	7.83
106.56520785	29.91551461	7.978
106.56237845	29.91686208	8.73
106.56195352	29.91755378	7.765
106.56297956	29.91577512	11.742
106.56133167	29.91857785	7.277
106.5622748	29.9167453	9.928
106.56291738	29.91688903	9.517
106.56272046	29.91741903	7.261
106.56176696	29.91551461	9.483
106.56137313	29.91818259	6.654
106.5631143	29.91614343	8.532
106.56478292	29.91537986	9.175
106.56170478	29.91805683	7.126
106.56496948	29.91537088	7.805
106.56155968	29.91838022	6.346
106.56269973	29.91602665	10.728
106.56220226	29.91717649	8.66
106.56527003	29.91616139	6.77
106.56233699	29.91570326	11.706
106.56514567	29.91557749	7.924
106.56267901	29.91746395	7.977
106.56483474	29.915838	4.055
106.5620157	29.91545173	11.624
106.5622748	29.91588292	10.974
106.56226444	29.91644885	5.015
106.56238881	29.9157841	11.691
106.56460673	29.91590088	7.27
106.56164259	29.91823649	7.251
106.5614975	29.91809276	6.467
106.56119694	29.91811971	6.603
106.56155968	29.91557749	6.917
106.56519749	29.91582902	7.67
106.56098965	29.91856887	6.627
106.56234735	29.91779632	6.265
106.56545659	29.91576614	7.66
106.56231626	29.91650275	3.966
106.56454455	29.91567631	8.383
106.56136276	29.91841616	5.951
106.56158041	29.91580207	6.346
106.56226444	29.91754479	8.233
106.56534258	29.91565834	7.791
106.56309357	29.91661953	7.154
106.56476219	29.91550563	8.456
106.56152859	29.91794005	7.178
106.56576751	29.91616139	5.567
106.5656846	29.91604461	6.298
106.56172551	29.9178592	7.097
106.56259609	29.91697886	8.163
106.56274119	29.91675428	9.677
106.56438908	29.91553258	9.018
106.564586	29.91499359	10.351
106.56247172	29.91624224	11.257
106.56303139	29.91635004	8.763
106.56214007	29.91629614	10.644
106.56302102	29.91643987	10.103
106.56449273	29.91508342	7.525
106.56280337	29.9166914	4.703
106.5627101	29.9172753	7.58
106.56129021	29.91795802	7.084
106.56321794	29.91608055	9.429
106.56510421	29.91603563	8.491
106.56160114	29.91584699	6.762
106.56507312	29.91546969	7.288
106.56247172	29.91767056	8.305
106.56173587	29.91776937	7.226
106.56238881	29.91659258	4.772
106.56202607	29.91617038	10.872
106.56184988	29.91538885	11.021
106.56224371	29.91690699	8.666
106.56464819	29.91489478	10.982
106.56466892	29.91564037	8.215
106.5652804	29.91592783	7.666
106.56268937	29.9166914	9.563
106.56488656	29.91591885	7.756
106.56481401	29.91595478	8.01
106.56243027	29.91699682	9.077
106.56267901	29.91655665	9.296
106.56159077	29.91591885	7.017
106.56560169	29.91652072	6.152
106.56246136	29.91582902	11.374
106.56204679	29.91723038	8.471
106.56102075	29.91873955	5.351
106.5628552	29.91672733	7.652
106.56160114	29.91765259	7.185
106.56536331	29.91633207	7.653
106.56184988	29.91808378	6.985
106.56517676	29.91555054	7.993
106.56286556	29.91646682	10.203
106.5617566	29.91569427	10.574
106.56258573	29.91599072	11.985
106.56235772	29.91682614	9.392
106.56167369	29.91766157	6.982
106.56115548	29.91869463	6.627
106.56151822	29.91845209	5.816
106.56465855	29.91587393	7.419
106.56212971	29.91717649	7.129
106.56254427	29.91723937	8.201
106.56503166	29.91586495	7.32
106.56586079	29.9161075	6.318
106.56225408	29.91707767	5.69
106.56577788	29.9161075	6.3
106.56218153	29.91792208	7.757
106.56522858	29.91595478	7.674
106.56224371	29.91761666	6.756
106.5647311	29.91543376	9.196
106.56505239	29.91562241	8.011
106.5618706	29.91545173	11.064
106.56307284	29.91627817	8.537
106.56200534	29.9181287	7.235
106.56485547	29.91558648	8.272
106.56496948	29.91544275	8.697
106.56163223	29.91766157	7.08
106.56251318	29.91689801	8.014
106.5616115	29.91808378	7.276
106.56134203	29.91819158	6.673
106.56229553	29.9164219	4.053
106.56194315	29.91733818	7.971
106.56173587	29.9180748	7.096
106.56444091	29.91563139	9.056
106.56253391	29.9159997	11.733
106.5658297	29.91598173	6.961
106.56225408	29.91747293	8.264
106.56508348	29.91603563	8.574
106.56193279	29.91805683	7.161
106.56177733	29.91800293	7.167
106.56204679	29.91714055	8.26
106.56276192	29.91671835	9.0
106.56126949	29.91828141	6.479
106.56504202	29.91570326	7.952
106.56257536	29.91603563	10.481
106.56279301	29.91579309	10.255
106.56169441	29.91544275	9.77
106.56259609	29.91602665	10.396
106.56164259	29.91811073	7.173
106.56165296	29.91560444	6.901
106.56463782	29.91546071	9.121
106.56244063	29.91645784	11.313
106.56472074	29.91529902	8.59
106.56286556	29.91571224	11.684
106.56541513	29.91587393	7.602
106.56232663	29.91607156	7.44
106.56287592	29.91685309	9.251
106.56181878	29.91759869	7.113
106.56171514	29.91819158	7.006
106.564472	29.915838	7.946
106.5624199	29.91615241	10.761
106.56309357	29.9166375	7.234
106.56249245	29.91629614	6.818
106.56202607	29.91754479	9.158
106.56181878	29.91811971	7.113
106.56551877	29.91631411	5.374
106.56225408	29.91750886	7.623
106.56592297	29.91621529	5.933
106.56554987	29.91619733	6.754
106.56182915	29.91761666	7.042
106.56293811	29.91591885	7.917
106.56253391	29.9171675	8.451
106.56253391	29.917437	8.36
106.5610933	29.91869463	6.117
106.56308321	29.91665547	7.587
106.56215044	29.91582004	9.912
106.56237845	29.9173292	8.233
106.56281374	29.9161075	11.35
106.56520785	29.91587393	7.722
106.56199497	29.91781429	7.924
106.56217116	29.91779632	4.482
106.56177733	29.9179131	7.285
106.56292774	29.91681716	8.868
106.56305211	29.91662852	8.304
106.56468964	29.91527207	8.453
106.5614975	29.91582004	6.622
106.56209861	29.91809276	7.831
106.56176696	29.91587393	11.744
106.5619017	29.91772446	7.865
106.56180842	29.917437	8.008
106.56204679	29.91553258	9.546
106.56537368	29.91613444	7.385
106.56266864	29.91617936	12.035
106.56551877	29.91592783	5.121
106.5633734	29.91654767	6.95
106.56126949	29.91830836	6.633
106.56344595	29.91637699	7.412
106.56561205	29.91620631	6.682
106.56210898	29.91793107	7.812
106.56141458	29.91811971	6.657
106.56197425	29.91586495	7.736
106.56586079	29.91618834	6.42
106.56577788	29.91618834	5.226
106.56245099	29.91689801	8.221
106.56538404	29.91616139	7.39
106.56496948	29.91598173	7.581
106.56224371	29.91767954	5.599
106.56263755	29.91677225	8.916
106.5623059	29.91615241	10.711
106.56174623	29.91837124	6.998
106.56111402	29.91864073	6.418
106.56442018	29.91494867	6.477
106.56444091	29.91486783	6.166
106.56215044	29.91752683	7.93
106.56236808	29.91587393	10.96
106.56275155	29.91615241	11.967
106.56264791	29.91603563	10.539
106.56268937	29.91713157	7.788
106.56268937	29.91719445	7.705
106.56248209	29.91633207	10.389
106.56215044	29.91806581	7.895
106.56289665	29.91620631	10.646
106.56250282	29.91626919	11.405
106.56169441	29.91598173	6.519
106.56223335	29.91662852	9.667
106.56547732	29.91575715	7.629
106.56214007	29.91748191	8.164
106.56492802	29.91560444	8.074
106.56224371	29.91776039	4.533
106.56483474	29.91600868	8.112
106.56578824	29.91614343	6.094
106.56293811	29.91670936	9.504
106.5652804	29.91602665	7.717
106.56207789	29.91805683	7.79
106.56467928	29.91595478	7.985
106.5614975	29.91806581	6.829
106.56584006	29.91615241	6.383
106.56199497	29.91579309	9.946
106.56166332	29.91837124	7.226
106.56261682	29.91640394	10.457
106.56251318	29.91683513	8.405
106.56204679	29.91717649	8.021
106.56229553	29.91684411	8.621
106.56297956	29.915838	11.257
106.56481401	29.91555054	8.719
106.56527003	29.91588292	7.749
106.56210898	29.91726632	6.619
106.56438908	29.91564936	9.005
106.56221262	29.91660157	10.028
106.56453418	29.91469715	10.985
106.56188097	29.9178592	7.187
106.56283447	29.91667343	7.248
106.56569496	29.91634106	6.059
106.56448236	29.91571224	8.155
106.56529076	29.91551461	8.242
106.56228517	29.91678123	10.009
106.56183951	29.91753581	7.849
106.56140422	29.91800293	5.433
106.56343559	29.91638597	7.425
106.56205716	29.91546969	11.295
106.56182915	29.91767954	7.668
106.56457564	29.91479596	11.242
106.56153895	29.91831734	6.455
106.56259609	29.91562241	9.278
106.56471037	29.91528105	8.508
